severity	check	path	line	message	suggestion	snippet
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Kenzo.md	241	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> I received your letter from [[Arendum]] two days ago, as I write this. I know not who else received your news, of your suspicions of [[Fa...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Kenzo.md	243	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Rather that expose myself to [[Fausto]]’s tender mercies, I will leave the city today. I have friends outside the empire, in safe places ...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Kenzo.md	245	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> There are many among the scholars and Faculty who want no part in this; indeed there are some who were willing to take the risk of warnin...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Kenzo.md	247	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Be warned, should you consider a return to [[Chardon]].␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Kenzo.md	249	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Do not worry about me, I still have one more adventure in me and it has been many years since I left the city. I will be okay.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Kenzo.md	251	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Keep yourself safe. I could not bear to receive the news should anything happen to you.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	54	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> - Jun - Sept 5880:␠ travel from lizardfolk to [[Chardon]]
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	56	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> - Dec 5880 - Mar 5881: traveled to [[Karawa]] overland, stopping briefly at [[Songara]] and [[Tokra]], where stayed at the [[The Iron Swa...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	64	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Having promised you a tour of the mesa, one morning [[Candrosa]] comes to meet you, saying the mystai are ready for you.␠You enter the te...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	66	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> You are walking through the rock of the Mesa here, and it feels like nothing you have experienced before. The rock itself seems to move o...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	68	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> After a short while, the passage opens into a huge cavern. There is no light, except a dim reddish glow that seems to emanate from the ro...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	70	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> The mystai speaks a word in a language you don’t know, and suddenly the cavern flairs into light, the reddish glow of a sunset.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	72	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> In front of you, you see a grove of low bushes, each with a giant inflorescence, all made of stone, but waving slightly in the air.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	74	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> On the far wall, there is a waterfall, cascading down, but not of water, it seems to be of white smooth limestone or something, flowing s...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	76	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Finally, there is a low tree of a dark granite, with lighter quartz leaves. Growing from it are two red stone apples.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	78	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> [[Candrosa]] turns to you and says “Welcome to our gardens! They are normally much lusher, but we have harvested everything we can to tur...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	82	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> [[Candrosa]] is happy for you to sketch and investigate as much as you like, and tells you some of what they have made. The apples, when ...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	84	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> The waterfall looks kind of like flowstone. It just emerges from the wall of the cavern, without an obvious source, and is used to mix wi...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	86	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> As for the power of this place, [[Candrosa]] tells you that the magical energy to grow these things comes from [[Heart of Shakun]], and t...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	93	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> [[Candrosa]] asks Seeker to meet him at the top of the mesa, at dusk. When Seeker arrives, [[Candrosa]] is waiting, holding his dream sta...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	97	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> As you focus on [[Frankar]], sitting and studying with him, the stars start to dim and fade, except for one, in the distance, the grows b...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	99	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> There is only one exit from the chamber, straight ahead. The salamanders seem to avoid the exit.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	101	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> You grab the fiery salamander by the tail, dragging it to the exit.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	103	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> As you step through the exit, the salamander burns to a crisp, but keeps wiggling and squirming in your grasp. The hall itself starts to ...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	105	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> You are looking at the inside of what seems like a complicated, whirling orrery. There are spheres within spheres turning and turning.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	107	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> From where you are standing, you can see below you what looks like a roiling sea, but not of water. It looks almost like shifting multico...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	109	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Above you, you can see turning crystal spheres, opaque, spinning on a matte black background. Stars shine on the black background, multi ...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	111	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Then, drifting on the sea of sand, an arch of fire. The salamander wiggles, trying to get to it, and as the arch floats past you can see,...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	113	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> The arch floats closer and closer, the salamander struggling to get through, it’s burnt body energetic and eager.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	115	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> You close your eyes for a moment, grimacing, wincing away from the image of the land of fire and its city of brass, thinking, is that whe...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	117	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> You open my eyes again and face the arch of fire, now holding hidden in your left palm a tiny intricately worked figurine of white stone,...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	121	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> You glimpse this arrangement just for a moment -- the mists and fogs of the "water", the energetic multicolored sands "below", the map of...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Seeker.md	123	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> As you approach the arch of fire, the thin silvery tether connecting you to [[Candrosa]], the [[Red Mesa]], and the Dream staff grows tau...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	65	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Recalling a story from your childhood in the [[Green Sea]], of Sigga the Storm Giant. The stories, as is the case for many halfling stori...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	67	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> The memories, however, are vivid:␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	89	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> [[Candrosa]] asks Wellby to meet him at the top of the mesa, at dusk. When Wellby arrives, [[Candrosa]] is waiting, holding his dream sta...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	97	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> As you refocus on the image of the map, imagining the noonday sun on a long road, the smell of food cooking on a campfire at night, the s...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	99	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> You take a step, and the world stretches, shifts. It is as if the world itself shrinks for a moment, or your stretch impossibly large, be...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	103	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> You turn east, towards the clouds and darkness of the [[Plaguelands]], and take a step.␠
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	105	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> The world shifts again, compressing and expanding again as your stride carries you over lightly wooded foothills. On the horizon, a barre...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	107	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> As your foot approaches the ground, a great cliff is racing towards you, smooth and glass-like, but dull, matte grays and blacks. As your...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	109	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> The silver line of the river winds south, and in the distance along the river, many, perhaps hundreds of miles away (you are not really c...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	111	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> You turn north, where the forest grows deeper and darker, and take a step. As you step, the world compresses for a moment, and you see th...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	113	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> To your left, the way you came, the mountains seem to grow and grow, until they are looming over you, pristine and beautiful, until darkn...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	115	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> To your right, in the distance, beyond the second river, hundreds of miles away, a great forest stands, ancient and vast and dead. Your v...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	117	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Beyond the dead forest, you glimpse the shining water of the [[Green Sea]], impossibly far, a thousand miles or more, and yet somehow you...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	119	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Ahead, the darkness grows deeper beneath the woods. Beyond the dark woods, you can see the five rivers of [[Sembara]] laid out before you...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	125	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> And then,␠"Look where you step!"
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	135	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Then it all fell apart. [[Sura]] vanished, and shortly after Marathu was killed in an [[Orcs|orc]] ambush, when he personally led the sea...
info	nonbreaking-space	People/PCs/Dunmar Fellowship/Wellby.md	137	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Now, [[Havdar]] is convinced everything will change, and has already sworn himself to [[Sura]]'s service.␠
info	repeated-word	People/PCs/Into the Chasm/Finnan Oakstride.md	24	Repeated word: about	Remove one copy if this is accidental.	Finnan was born on the road outside [[Telham]], and spend his childhood on the road, like many halflings. His parents were not merchants, o...
info	missing-h1	People/PCs/Mawar/Adventurers of Mawar.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	29	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Born in 1689, Wazir was the fourth child of the wealthy Sayani family in Hamri (more on them below), and he grew up wanting for little. His...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	31	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	After [events of 1708] Wazir left the␠Mawakel peninsula, for Chardon, to see the world and learn about his newfound abilities. He spent man...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	35	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Journeying north, at first by land, but then in a rickety fishing boat, he felt like he was often just one step ahead of Chardon. Having ta...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	46	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	So I think this means that, whatever the exact timing is, Wazir would have been in Chardon in a moment of transition. Whether Wazir's issue...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	48	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	I also think "magically encrypted polemics about how the Great Library and the Chardonian ruling class were destroying the cultures of thos...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	50	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	2. The political fringe Wazir becomes associated with could vary a bit. I certainly imagine there would be anti-chalyte groups; there would...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	52	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	3. For the event in 1708, I kind of liked the Endless Winter idea, although I'm not necessarily sold on an ensorcelled dragon as the cause....
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	59	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Born in 1689, Wazir was the fourth child of the wealthy Sayani family in Hamri, and he grew up wanting for little. Born just after the Mind...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	63	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	As a teenager, however, he started to feel constrained by the boundaries of Hamri and the slow rebuilding. Restless and longing for the day...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	67	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	That spring and summer was the 1709 second strangest journey in Wazir's life. The river remained frozen, and Malaq and Wazir moved slowly u...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	70	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Arriving in Chardon in the fall of 1709, Wazir was struck by the marvel of it all. Larger than any city he had dreamt of, and full of knowl...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	74	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Part 2 later. A few notes:␠
info	repeated-word	People/PCs/Mawar/Wazir.md	81	Repeated word: ha	Remove one copy if this is accidental.	In short, yes, it would definitely make sense for Wazir to start to feel like Chardon was closing around him, and he didn't have as much cl...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	84	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Probably more like, over a few years Wazir had been feeling on the outside. His wife’s family perhaps regretting an alliance with him. More...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	86	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	This connects him to some foreign (northern) religious folks in Chardon, and when 2nd kid dies, he actually steals the body away and has a ...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	88	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	That in turn leads to more questions about his loyalty, etc, and he within a year is discharged dishonorably. And so then he gets mixed up ...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	104	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Born in 1689, Wazir was the fourth child of the wealthy Sayani family in Hamri, and he grew up wanting for little. Born just after the Mind...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	106	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	As a teenager, however, he started to feel constrained by the boundaries of Hamri and the slow rebuilding. Restless and longing for the day...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	108	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	That spring and summer was the 1709 second strangest journey in Wazir's life. The river remained frozen, and Malaq and Wazir moved slowly u...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	110	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Arriving in Chardon in the fall of 1709, Wazir was struck by the marvel of it all. Larger than any city he had dreamt of, and full of knowl...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	114	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Probably more like, over a few years Wazir had been feeling on the outside. His wife’s family perhaps regretting an alliance with him. More...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	116	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	This connects him to some foreign (northern) religious folks in Chardon, and when 2nd kid dies, he actually steals the body away and has a ...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	118	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠That in turn leads to more questions about his loyalty, etc, and he within a year is discharged dishonorably. And so then he gets mixed up...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	120	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	So he leaves Chardon days before whatever the attack was, and never really knew if it succeeded or failed. Or if it failed, was he fingered...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	122	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Journeying north, at first by land, but then in a rickety fishing boat, he felt like he was often just one step ahead of Chardon. Having ta...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	124	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Sure enough, the winds came up the next morning.␠Wazir␠dedicated the next few years of his life to hunting stories of leviathans, and event...
info	nonbreaking-space	People/PCs/Mawar/Wazir.md	126	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Over the next 20 years,␠Wazir␠built the Leviathan, and slowly became somewhat of a fixture in Low Town, especially. The occasional need to ...
info	missing-h1	People/PCs/Other PCs/Oskar's Companions/Oskar.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	People/PCs/Other PCs/Oskar's Companions/Oskar.md	20	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Grew up in Dwarven kingdom, parents were retired travelers and explorers who now own an inn called The Fighting Scimitar. This inn is where...
info	nonbreaking-space	People/PCs/Other PCs/Oskar's Companions/Oskar.md	22	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	My older sisters wanted to be something else and they didn't like scimitars because they were going to be in class called archery, so I kep...
info	missing-h1	People/PCs/Other PCs/Oskar's Companions/Stoneclaw.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	People/PCs/Other PCs/Tollen Misfits/Edric.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	People/PCs/Silver Tempests/Adrik.md	27	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠
info	nonbreaking-space	People/PCs/Silver Tempests/Adrik.md	28	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	As a boy in the mountains, Adrik caught the attention of [[Morgana Stoneclaw]], an annis hag. She appeared to him as a elderly Dwarven woma...
info	nonbreaking-space	People/PCs/Silver Tempests/Brelith.md	28	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Leaving [[Zarkandur]] and wandering with no particular aim, Brelith eventually met [[Cato Stormtouched]], an itinerant priest of [[the Wild...
info	nonbreaking-space	People/PCs/Silver Tempests/Brelith.md	29	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠
info	nonbreaking-space	People/PCs/Silver Tempests/Brelith.md	31	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠
info	nonbreaking-space	People/PCs/Silver Tempests/Samso.md	27	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠
info	nonbreaking-space	People/PCs/Silver Tempests/Samso.md	29	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠
info	missing-h1	People/Sembarans/Alban of Ashcombe.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	People/Sembarans/Damien Montrichard.md	29	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠a musician and storyteller. He is charming and full of tales about his companions (mostly Adra and Enzo, it seems, who he clearly cares fo...
info	missing-h1	People/Sembarans/Elise Moreau.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	People/Sembarans/Elise Moreau.md	15	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	"Lord Hubert, you stand accused of dereliction of duty and unfitness to lead. Your sister claims that despite your father's wish that you i...
info	nonbreaking-space	People/Sembarans/Elise Moreau.md	22	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	His story is slow to be told, with some excuses, and hemming and hawing. At the end, the Duke is silent for a moment. He looks saddened mor...
info	nonbreaking-space	People/Sembarans/Elise Moreau.md	26	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The Duke glances up at that, a flash of emotion - perhaps anger? - on his face, and after another moment he continues.␠
info	missing-h1	People/Sembarans/Hubert Moreau.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	People/Sembarans/Jonathon Henwyn.md	32	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- The hobgoblins occupied Cleenseau during the 3rd Hobgoblin War and built a motte and bailey castle / fortification here, but it was destr...
info	nonbreaking-space	People/Sembarans/Jonathon Henwyn.md	35	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Essford Manor was built by [[Reginald Essford]] shortly after he became lord in␠the early␠1650s on top of the hobgoblin-built motte
info	nonbreaking-space	People/Sembarans/Jonathon Henwyn.md	36	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Underhill (the poor neighborhood where Tumbledown Manor is) was mostly built on top of the ruins of the hobgoblin fort in the 1660s and 1...
info	nonbreaking-space	People/Sembarans/Matias.md	20	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Matias, an older man, about 55, looking to retire.␠ He was Lucas Asa's bodyman and valet, as well as a guard, and stayed on by default when...
info	missing-h1	People/Sembarans/Phillip Evynwood.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	People/Sembarans/Phillip Evynwood.md	10	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Phillip Evynwood, the younger son of Ameline (the lady of Ashcombe), is a relatively wealthy timber merchant with strong connections to R...
info	missing-h1	People/Sembarans/Raoul Boulain.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	People/Sembarans/Rinault Essford.md	29	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- When Renault was a bored teenager he sometimes took some buddies and went to smash stuff in the old ruins on the south side of the Enst. ...
info	nonbreaking-space	People/Sembarans/Rinault Essford.md	30	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- He was fiercely forbidden from climbing around the hill or the basements of Essford Manor. He was always a rambunctious kid and often did...
info	missing-h1	People/Sembarans/Rufus of Ashcombe.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	People/Sembarans/Rufus of Ashcombe.md	8	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	- Rufus, Alban's adopted son and apprentice. A transman, from one of the small villages along the Enst, who doesn't speak about his family ...
info	nonbreaking-space	People/Sembarans/Sarabeth Asa.md	24	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠The manor here and the village was refounded just after the war, by␠Lady␠Sarabeth␠Asa. I think I've told you her story before? She was fro...
info	nonbreaking-space	People/Sembarans/Tristan Vaudrillard.md	29	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	a strange man, fascinated by tales of magic, with compelling eyes and a deep presence_._␠He seems young at first - he doesn't look more tha...
info	repeated-word	People/Sembarans/Warin the Woodsman.md	23	Repeated word: a	Remove one copy if this is accidental.	He has helped the [[Heroes of Cleenseau]] several times, both as a tracker in the forest hunting giant spiders, and as a a leader during th...
info	nonbreaking-space	People/Sembarans/Wymar Essford.md	32	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	In his childhood, he recalled overhearing his parents (Reginald and Celine). Reginald was very drunk, and was weeping. Wymar recalls hearin...
info	missing-h1	People/Sembarans/Yolande Leclair.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	People/Tyrwinghans/Cadogan.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	Primary Sources/Founding of Dunmar.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Primary Sources/Founding of Dunmar.md	15	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The people wept, but [[Aagir]] appeared to them in a vision, angry, saying "My sister has sacrificed herself for you. To you, I say this. H...
info	nonbreaking-space	Primary Sources/Founding of Dunmar.md	21	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	And then [[Jeevali]] rose, and stepped forward to the people of [[Dunmar]] gathered at the Temple, and they rejoiced in her name and praise...
info	nonbreaking-space	Primary Sources/Founding of Dunmar.md	23	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Among the [[Lakan Mystai]], it is said that [[Laka]] was there as well, and turned to [[Bhishma]], and gave her the secret knowledge that t...
info	missing-h1	Primary Sources/Letter from Canela to Festian, DR 1651.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	Primary Sources/Lore of the Birth of the Gods.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Primary Sources/Lore of the Birth of the Gods.md	17	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	In the beginning, there was the Void, an endless space that was at once nothing and everything, a formless emptiness in which thought lost ...
info	nonbreaking-space	Primary Sources/Lore of the Birth of the Gods.md	27	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	From the chaotic energy and strength of the planes of magic, the first dragons were born, the great wyrms. These great wyrms spawned the ra...
info	nonbreaking-space	Primary Sources/Lore of the Birth of the Gods.md	31	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	From the disparate forces of the elemental planes, the elder elementals gave form and thought to the raw power of the elements. From them, ...
info	nonbreaking-space	Primary Sources/Lore of the Birth of the Gods.md	33	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Finally, the last children of the Divine Presence to come into existence were the archfey, reflections of what had come before, but twisted...
info	nonbreaking-space	Primary Sources/Lore of the Birth of the Gods.md	35	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	As the children of the Divine spread across the nascent world, the Void mind watched, and waited, sometimes whispering quietly in the minds...
info	missing-h1	Primary Sources/Story about Hags.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	Primary Sources/The Miracle of Jeevali's Ressurection.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Primary Sources/The Travelogue of Etienne of Cassons.md	22	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> This evening I am camping in Rocky Ford. This season it is further south than usual, and as always one must watch one’s purse. But the fe...
